name,Image_URL,information,location,visiting_date,tickets
"
        Baron Empain Palace
    ","https://egymonuments.gov.eg/media/5808/whatsapp-image-2020-03-10-at-124128-pm-2.jpeg?center=0.5,0.502262443438914&mode=crop&width=645&height=423&rnd=132934579370000000","Baron Empain's palace, with its Indian style, and its tower stands out in the desert landscape, is distinct from the rest of the city. The palace reflects the high status of its owner and marks a major milestone in the urban landscape of Heliopolis. Baron Empain's palace is the most prominent Monuments in the capital, its unique and innovative image attracting crowds of pedestrians on the road. It was founded by Edward Louis Joseph Empain between 1907 and 1911. He was a Belgian businessman who was awarded the title ""Baron"" by the King of Belgium, on account of his economic contributions. The French architect Alexander Marcel was tasked with building this masterpiece. The interior design of the palace consists of three floors topped by a roof. The palace is surrounded by a large garden from all sides. As for the basement, it contained a residence for the palace's servants, and consisted of a group of rooms connected by corridors and doors. The palace building is surrounded by a spiral staircase and an elevator that connects all the palace floors with a basement.
The ground floor consists of a reception room, a dining room, and a billiard room. As for the first floor, it houses four rooms, each with its own balcony and bathroom.  Finally, the roof of the palace comes as an open space on one of the sides of the tower, characteristic of the Baron Palace.   ","

 
 
 
 Cairo
 
 
","
 
 From
 
09:00 AM

 
 

 
 To
 
03:00 PM

 
 
","
 
 FOREIGNERS:
Adult: EGP 100 / Student: EGP 50
EGYPTIANS/ARABS:
Adult: EGP 30 / Student: EGP 10

- The Roof
Foreigners: EGP 50
Egyptians: EGP 30 
-Photo shot tickets (by camera ) :
Camera:EGP 50 \ Camera Stand: EGP 30 
- Photo Session:EGP 800
 
"
"
        Bab Zuwayla
    ","https://egymonuments.gov.eg/media/3473/img_20180225_105844.jpg?crop=0,0.12558139534883711,0,0&cropmode=percentage&width=645&height=423&rnd=132934578000000000","Bab Zuwayla, with its impressive dimensions, perfect stone masonry, and graceful twin minarets rising from its round-fronted towers, is one of Cairo’s most iconic monuments. It is the only remaining gate of the southern wall of the city’s Fatimid phase. It opens onto the historic al‑Mu’izz Street, which leads to Bab al‑Futuh at its northern end. Built by the Fatimid vizier and commander‑in‑chief, Badr al‑Jamali, in 480 AH/1092 AD, it defined Cairo’s new southernmost extent, displacing the original, brick, Bab Zuwayla (now lost). Its builder, the Fatimid commander of the armies, was Jawhar al‑Siqilli, who conquered Egypt and founded Cairo. Among his troops were members of the eponymous tribe of Zuwayla, who were quartered near the gate. The minarets were not added until 818 AH/1415 AD, when the Mamluk Sultan al‑Mua'yyad Shaykh built a mosque next to Bab Zuwayla.           Bab Zuwayla was also known as Bawabbat al‑Mitwalli, because the mitwalli al‑hesba, the official in charge of finances and tax collection, was based here. According to local folklore, the spirit of al‑Mitwalli ""one of the righteous friends of Allah"", resides in this area, and performs miracles.           Bab Zuwayla witnessed the end of Mamluk rule when the Ottoman Sultan, Selim I, hanged the last Mamluk Sultan, Tumanbay in 922 AH/1517 AD.  ","

 
 
 
 Al-Mu'izz Street
 
 
","
 
 From
 
09:00 AM

 
 

 
 To
 
03:00 PM

 
 
","
 
 FOREIGNERS:
Adult: EGP 40 / Student: EGP 10
EGYPTIANS/ARABS:
Adult: EGP 10 / Student: EGP 5
 
"
"
        Bayt Al-Suhaymi (""House of Suhaymi"")
    ",https://egymonuments.gov.eg/media/3407/dsc_0328.jpg?anchor=center&mode=crop&width=645&height=423&rnd=132934578510000000,"The house is located in al-Darb Al-Asfar lane in al-Gamaliyya in al-Mu’izz street. It is one of the most beautiful examples of Cairo’s domestic architecture. It consists of several buildings overlooking a sizeable picturesque courtyard. The facades are plotted with wonderful wooden mashrabiyyas (wooden grilled windows). The house also contains a large Meqead (seated balcony) and a furnished reception hall. Shaykh Abd al-Wahhab al-Tablawi established this house in 1058 AH / 1648 AD. The second and later section was set by Haji Ismail Chelebi in 1211 AH / 1796 AD. Shaykh Shihab al-Din Ahmad al-Suhaimi bought it in 1228 AH / 1813 AD. He was a senior scholar of al-Azhar University and the Shaykh of the Turkish riwaq in the Ottoman Period. The house is named after him.    In 1349 AH / 1931 AD, al-Suhaimi’s heirs sold this house to the Committee for the Preservation of Arab Antiquities for the sum of six thousand pounds.  ","

 
 
 
 Al-Mu'izz Street
 
 
","
 
 From
 
09:00 AM

 
 

 
 To
 
03:00 PM

 
 
","
 
 FOREIGNERS:
Adults: EGP 80 / Student: EGP 40
EGYPTIANS/ARABS:
Adults: EGP 10 / Student: EGP 5
 
"
"
        Al-Aqmar Mosque
    ",https://egymonuments.gov.eg/media/1247/1.jpg?anchor=center&mode=crop&width=645&height=423&rnd=132936368150000000,"Al-Aqmar mosque is located on al‑Mu’izz Street, and was commissioned by the Fatimid Caliph al‑‘Amir bi‑Ahkam Allah in 519 AH / 1125 AD. The mosque’s construction was supervised by the Vizier al‑Ma’mun al‑Bata’ihi, and it was renewed during the reign of Sultan Barquq in 799 AH / 1397 AD under the supervision of the governor Yalbugha al‑Salmi.           The main façade of the mosque is presently the oldest surviving stone façade. Its architecture is characterized by its intricate stone carvings and the repetition of the phrase “Muhammad and Ali”, in addition to Qur’anic verses written in the Kufic script. The engineer’s ingenuity is most manifest in his ability to orient the façade to the street, whilst maintaining the direction of prayer inside the mosque.           When the Coptic Museum was built in the twentieth century, its façade was influenced by al‑Aqmar Mosque’s architecture, but with Biblical verses and Christian iconography. The mosque consists of an open courtyard at its center surrounded by four riwaqs (arcades) topped by shallow domes, the largest of which marks the qibla, the direction of prayer. An inscription above the mihrab (niche in the wall of a mosque marking the qibla) records the renovations that were undertaken by Yalbugha al‑Salmi.  ","

 
 
 
 Al-Mu'izz Street
 
 
","
 
 From
 
09:00 AM

 
 

 
 To
 
03:00 PM

 
 
",free
"
        Mosque of al‑Hakim bi‑Amr Allah
    ",https://egymonuments.gov.eg/media/1044/4.jpg?anchor=center&mode=crop&width=645&height=423&rnd=132296386750000000,"The Mosque of al‑Hakim bi‑Amr Allah is the fourth oldest mosque in Egypt, and the second largest after the Mosque of Ibn Tulun. The construction of the mosque was begun by al‑Hakim’s father, the Fatimid Caliph al‑‘Aziz bi‑Allah in 379 AH/989 AD, but he died before its completion, leaving his son to finish it in 403 AH/1013 AD. The mosque is located at the end of al‑Mu’izz Street in al‑Jamaliya district, between Bab al‑Futuh and Bab al‑Nasr.           The main entrance lies on the western side of the mosque, and is monumental in size and design. It is one of the oldest architectural examples of projecting stone porches, and was influenced by the great Mosque of Mahdiya in Tunis. The mosque once served as a Shiite center in Egypt, and is comparable to the role al‑Azhar Mosque would later play for Sunni Islam.           The mosque has a long and intriguing history, including its role as a barracks during the French campaign, when its minarets were utilized as watch-towers. Originally, the mosque was constructed as an enclosure by the Fatimid Vizier Gawhar al‑Siqilli (d. 382 AH/992 AD), and was later incorporated into the fortifications built by the general Badr al‑Jamali (d. 487 AH/1094 AD). The plan of the mosque consists of an irregular triangle with four arcades centering a courtyard. Two minarets flank either side of the façade, and they have undergone several restoration phases throughout their lifetime.  ","

 
 
 
 Al-Mu'izz Street
 
 
",24 hours daily,free
"
        Bab al‑Futuh
    ","https://egymonuments.gov.eg/media/3418/67176702_697157400737320_4884466173149708288_n.jpg?center=0.40860215053763443,0.51219512195121952&mode=crop&width=645&height=423&rnd=132296379910000000","Bab al‑Futuh (Gate of Conquests) is one of the gates in the northern wall of Fatimid Cairo. It opens onto the historic al‑Mu’izz Street, which leads to the only surviving southern gate of the city, Bab Zuwayla. It was built by the vizier and commander‑in‑chief, Badr al‑Jamali, during the reign of the Fatimid Caliph al‑Mustansir Billah. This stone structure was built farther north than the older, brick, gate of Jawhar al‑Siqilli, thus both giving the city room to expand, as well as tougher defenses. Bab al‑Futuh and Bab al‑Nasr, both of which were built in 480 AH/1087 AD, along with Bab Zuwayla (480 AH/1092 AD), are among the rare examples of military architecture in the Islamic world prior to the Crusades.           As its dating inscription attests, this gate was founded as Bab al-Iqbal (Gate of Prosperity), but the inhabitants of Cairo continued to refer to it by the name of the older monument it replaced, Bab al‑Futuh. The two towers of the gate have rounded fronts, and are linked by a platform, which features shafts in its floor through which boiling oil could be poured on invaders. The arch is splayed, and decorated with a lattice of diamonds, each containing a sculpted shape. Also worth noting are the beautifully decorated corbel stones above the arch. The two at either end terminate in ram heads, symbolizing al‑Qahir (Mars), which was on the ascendant upon the founding of Cairo. This gave the new city its name, al‑Qahira “The Conqueror”.   ","

 
 
 
 Al-Mu'izz Street
 
 
",24 hours daily,free
"
        Bab al-Nasr
    ","https://egymonuments.gov.eg/media/3422/1.jpg?crop=0,0,0.10294775158382476,0.046487240962367053&cropmode=percentage&width=645&height=423&rnd=132296387240000000","Bab al‑Nasr (Gate of Victory) is one of the gates of the northern wall of Fatimid Cairo, and opens onto al‑Gamaliya Street. It was built in 480 AH/1087 AD by the vizier and commander‑in‑chief, Badr al‑Jamali, during the reign of Caliph al‑Mustansir Billah. With its perfect masonry and two great square towers standing more than 20 meters high, this a truly impressive monument. Bab al‑Nasr, along with Bab al‑Futuh and Bab Zuwayla, is among the rare examples of military architecture in the Islamic world prior to the Crusades.           The current Bab al‑Nasr displaced an earlier, brick, gate constructed by Jawhar al‑Siqilli, Cairo’s founder. Deeming it insufficient for the protection of the city, Badr decided to construct a new, stone, tower, which he sited farther north, thus also giving Cairo more room to expand. Although this new structure was founded as Bab al‑‘Izz (Gate of Glory, or Power), it continued to be known by the name of the old tower, Bab al‑Nasr.           Around halfway up the height of the gates, running along the bottom of the cornice, is the monument’s dating inscription. It is written in Kufic, and masterfully executed in raised relief. It identifies the gate’s official name, and the year in which it was founded.           A series of shields worked in raised relief adorns the outer face of the gate and its towers. These are likely suggestive of the protective role of the Fatimid fortifications, which are acting as the shields of the city. ","

 
 
 
 Al-Mu'izz Street
 
 
",24 hours daily,free
"
        Muhammad Ali Mosque
    ",https://egymonuments.gov.eg/media/1126/dsc_0143-2.jpg?anchor=center&mode=crop&width=645&height=423&rnd=132936381250000000,"The Mosque of Muhammad Ali is located inside the Citadel of Salah al‑Din al‑Ayyubi (Saladin) in Cairo. It was built by Muhammad Ali Pasha (1220–1264 AH/1805–1848 AD), the founder of the Muhammad Ali Dynasty (1220–1372 AH/1805–1953 AD), on the site of Mamluk palaces. He had these demolished to make room for his new building, which is also known as the ""Alabaster Mosque"", in reference to its marble paneling on its interior and exterior walls. The mosque’s twin minarets are the highest in all of Egypt, each reaching a height of 84 meters. The outer open court contains a copper clock tower, which was gifted to Muhammad Ali Pasha by Louis Philippe of France in 1262 AH/1845 AD. Muhammad Ali Pasha reciprocated the gesture with an obelisk of Ramesses II’s (c.1279–1213 BC) that stood in front of Luxor Temple. Today, it stands in the Place de la Concorde Square, Paris. Limestone is the mosque’s main building material. Its square plan consists of a central dome supported by four half‑domes, with an additional four smaller domes in the corners of the building. There are two minbars (pulpits) inside the mosque. The original of the two is made of wood decorated in green. The other was a later addition made of marble. The beautiful white marble mausoleum of Muhammad Ali Pasha is situated in the southwestern corner of the mosque, to the right of the entrance. ","

 
 
 
 Cairo Citadel
 
 
","
 
 From
 
08:00 AM

 
 

 
 To
 
03:00 PM

 
 
",free
"
        Sultan al-Nasir Muhammad Mosque
    ","https://egymonuments.gov.eg/media/1739/dsc_7968.jpg?center=0.48760330578512395,0.50819672131147542&mode=crop&width=645&height=423&rnd=132936380460000000","The mosque of Sultan al­‑Nasir Muhammad ibn Qalawun, in the Citadel of Salah al‑Din al‑Ayyubi (Saladin) in Cairo, was the royal mosque during the Mamluk Period (792–922 AH/1250–1517 AD). It is located in the Citadel’s southern section. The Mamluk sultan, al‑Nasir Muhammad, over the course of his forty‑two‑year reign that was interrupted three times, built more monuments than any other ruler of the Mamluk ruler. He decreed that this mosque be built in 718 AH/1318 AD. After it was completed, however, he demolished it and rebuilt it in 735 AH/1335 AD. This mosque was highly cherished by subsequent Mamluk sultans, and used by the Mamluk occupants of the Citadel.           The mosque is among the most prominent monuments within the Citadel due to its unique style that merges many architectural traditions. The tops of its two minarets and dome were once covered in green tiles, and are influenced by an eastern Islamic style. The inside of the dome is decorated with a bar of Quranic verses, the titles of Sultan al‑Nasir Muhammad, and the date of the building of the second mosque. The ceiling of the mosque is decorated with beautiful geometric shapes. The ornate minbar (pulpit) is made of wood, inlaid with ivory and mother‑of‑pearl, and inscribed with the name of King Farouk.           The mosque was used as storage and prison during the British occupation of 1882 AD. This led to its destruction, but it was subsequently restored in 1948 AD.  ","

 
 
 
 Cairo Citadel
 
 
","
 
 From
 
08:00 AM

 
 

 
 To
 
03:00 PM

 
 
",free
"
        Mosque and Madrasa of Sultan Hasan
    ",https://egymonuments.gov.eg/media/1234/dsc_0008.jpg?anchor=center&mode=crop&width=645&height=423&rnd=132934567600000000,"The Mosque and Madrasa of Sultan Hasan is one of the largest and architecturally exquisite mosques in all of Egypt. It was commissioned by the Mamluk sultan Hasan ibn al‑Nasir Muhammad ibn Qalawun sometime between 757 AH/1356 AD and 764 AH/1363 AD, and is located at the end of Muhammad Ali Street, opposite its nineteenth century neighbor al‑Rifa’i mosque in Midan al‑Qal’a (Salah al‑Din Square).           The historian al‑Maqrizi, writing in the fifteenth century, reports on the construction of the mosque, stating that the plagues that affected the population at the time did not put an end to the completion of the mosque. The total cost of the project exceeded one million dinars. Because the project was executed on such a massive scale, it attracted many artisans and craftsmen from different provinces of the Mamluk empire.           Its proximity to the citadel ultimately resulted in its use as a fort by enemies several times throughout its history. Some sultans seriously considered demolishing it because enemy armies would use the mosques high platforms to launch attacks on the citadel.           Like most Islamic monuments in Cairo, this one has also undergone several phases of reconstruction, up until the twentieth century. The interior and exterior domes of the mosque are extremely ornate, and their designs may have been inspired by Armenian art and architecture.           A monumental iwan opens up on each of the four sides of the interior square courtyard. An iwan is a vaulted rectangular space that is open on one side. Doorways at the four corners of the courtyard allow access into four madrasas, educational institutions, where the four Sunni Islamic schools were taught.","

 
 
 
 Salah al-Din Square
 
 
","
 
 From
 
09:00 AM

 
 

 
 To
 
03:00 PM

 
 
","
 
 Area entry:
FOREIGNERS:
Adult: EGP 80 / Student: EGP 40
Inclusive tickets allowing entry into Al-Rifa'i Mosque.
EGYPTIANS/ARABS:
Adult: EGP 0 / Student: EGP 0
 
"
"
        Al-Rifa’i Mosque
    ","https://egymonuments.gov.eg/media/2862/%D8%A7%D9%84%D8%B1%D9%81%D8%A7%D8%B9%D9%89.jpg?crop=0,0.01627906976744176,0,0&cropmode=percentage&width=645&height=423&rnd=132934566080000000","Located on Salah al‑Din Square (or Maydan al‑Qal’a “Citadel Square”), al‑Rifa’i Mosque was built in the nineteenth century to complement its fourteenth‑century neighbor, the mosque of al‑Sultan Ḥassan. It is a monumental structure that dwarfs the surrounding landscape. The mosque gets its name from imam Ahmad al‑Rifa’i (512–578 AH/1118–1181/2 AD), who founded the Rifa’i tariqa (Sufi path). Although he was never buried here, the mosque is the site of joyous annual Sufi celebrations commemorating his birth.           The original structure was a Fatimid mosque, which was then transformed into a shrine for Ali abu Sheibak. Finally, Ottoman queen Kosheir Hanim commissioned the current design of the mosque and put in charge of the construction the architect Hussein Pasha Fahmi. Part of the plan was to have a mausoleum for the royal family as part of the extension, which was made by imported building materials from Europe, such as Italian marble. In addition to traditional raw materials, cement has also been employed in the construction of the mosque—a first for any Islamic monument in Egypt—signaling the transition into modern times.           Al‑Rifa’i Mosque’s architectural design is as interesting as its construction history. Visitors stand in awe of the detailed decoration of the outer walls and massive columns of the outer gate. The minarets are distinguished by their beauty and elegance.           While a section of the mosque is dedicated to prayers, another is reserved for the members of the family of Muhammad Ali Pasha, which was in power from the early nineteenth century until the 1952 revolution, when the modern Egyptian republic was born. Khedive Ismail and his mother Hoshiyar Qadin, as well as Kings Fuad I and Faruq, the last two rulers of the Muhammad Ali Dynasty, are buried here, all enshrined in elaborate tombs. The mosque briefly also served as the burial place of Reza Shah (king) of Iran (d.1363 AH/1944 AD), but he was returned to his home country following the end of World War II. Part of his burial chamber, however, is occupied by his son, Mohammad Reza Pahlavi (d. 1400 AH/1980 AD), the last Shah of Iran. ","

 
 
 
 Salah al-Din Square
 
 
","
 
 From
 
09:00 AM

 
 

 
 To
 
03:00 PM

 
 
","
 
 Area entry:
FOREIGNERS:
Adult: EGP 80 / Student: EGP 40
Inclusive tickets allowing entry into Sultan Hassan Mosque and Madrassa.
EGYPTIANS/ARABS:
Adult: EGP 0 / Student: EGP 0
 
"
"
        Ali Labib House
    ",https://egymonuments.gov.eg/media/1259/12801418_1047355778641438_3197348054654397875_n.jpg?anchor=center&mode=crop&width=645&height=423&rnd=132934576160000000,"Ali Labib House was first established and owned by Muhammad Agha ibn Abdullah in 1051 AH/1661 AD. Later in the eighteenth century, ownership was then transferred to Mr Sharif Omar al-Malatili and his brother Ibrahim, who was later known as Ali Labib.
          The house is located just off Salah al-Din (or Maydan al-Qal’a “Citadel Square”) in Cairo, and is considered one of the best-preserved structures exhibiting domestic architecture. It was popularly known as the House of Artists because many artists, such as Ragheb Ayyad and Shadi Abd al-Salam, resided there.
          The house’s architecture was inspired by Ottoman and Mamluk styles. The rooms feature the collections of architectural pioneers such as Ramses Wissa Wassef and the internationally renowned architect Hasan Fathi. Paintings adorn the upper hall depicting Cairo's buildings and parks. The roof of the house looks onto a magnificent landscape of Cairo’s historic urban landmarks.
          The house was neglected towards the end of the 20th century until it was renovated at the turn of the millennium. In the 21st century, Ali Labib House was converted into a museum of architecture, and is where the House of Egyptian Architecture is based.    ","

 
 
 
 Salah al-Din Square
 
 
","
 
 From
 
09:00 AM

 
 

 
 To
 
03:00 PM

 
 
","
 
 FOREIGNERS:
Adult: EGP 40 / Student: EGP 10

EGYPTIANS/ARABS:
Adult: EGP 10 / Student: EGP 5
 
"
"
        Ibn Tulun Mosque
    ","https://egymonuments.gov.eg/media/1162/%D9%82%D8%A8%D8%A9-%D8%A7%D9%84%D8%B6%D8%B1%D9%8A%D8%AD-%D9%88%D9%8A%D8%B8%D8%B1-%D8%AE%D9%84%D9%81%D8%A7-%D8%AC%D8%A7%D9%85%D8%B9-%D8%B7%D9%88%D9%84%D9%88%D9%86.jpg?crop=0.0000000000000002526374171591,0.0050906225374310462,0,0.05227371854784045&cropmode=percentage&width=645&height=423&rnd=132296384020000000","The mosque of ibn Tulun was commissioned by Ahmad ibn Tulun (323–358 AH/935–969 AD), ‘Abbasid governor of Egypt. Construction began in 263 AH/876 AD, and finished in 266 AH/879 AD. Located on Jebal Yashkur, the mosque was meant to serve as the main congregational mosque of ibn Tulun’s new administrative capital, al-Qata’i.
          The building of this mosque was a further step in asserting Ahmad ibn Tulun’s independence from the ʿAbbasid Caliphate. Immediately striking is the mosque’s minaret, which echoes the designs of the ʿAbbasid mosque in Samarra, Iraq. However, the date of its construction is disputed, some suggesting that it was a later addition to the plan.
          The arches and the windows of the mosque’s courtyard contain stucco designs of geometric and foliated designs. A water fountain is positioned in the center of the courtyard, surmounted by a dome supported by marble columns. The interior of the mosque contains six mihrabs. The mihrab is a niche in the wall of a mosque that marks the qibla, the direction of the Kaaba in Mecca, which Muslims face during prayer. The main mihrab is concave, and elaborately decorated.
          In the medieval period, several small houses plotted the mosque’s exterior, some being built right up against the mosque’s walls. For this reason, mosques were often built with an enclosure wall. The resulting empty space between the outer wall and the mosque, called a ziyada, separated the religious world from the secular outside. With the exception of Bayt al-Kritliyya and Beit Amna bint Salim, the structures that had been built up against the outer wall were demolished in the twentieth century. Today, the mosque largely survives in its original form, but is rarely used for congregational prayers.    ","

 
 
 
 Al-Saliba Street
 
 
",24 hours daily,"
 
 Area entry:
FOREIGNERS:
Adults: EGP 60 / Student: EGP 30
Inclusive tickets allowing entry into Ahmad ibn tulun Mosque and Gayer Anderson Museum.
EGYPTIANS/ARABS:
Adults: EGP 10 / Student: EGP 5
 
"
"
        Sabil-Kuttab Um ‘Abbas
    ","https://egymonuments.gov.eg/media/2903/sabil-om-abbas.jpg?center=0.5,0.50617283950617287&mode=crop&width=645&height=423&rnd=132463642000000000","Sabil-Kuttab Um ‘Abbas is situated in al-Saliba street, in Cairo’s Qal’a District. It was named after its patron, Mrs. Banba Kaden bint ‘Abdallah al-Bayda in 1284 AH/1867 AD as a waqf for her late son ‘Abbas Helmi I (1280–1296 AH/1863–1879 AD), the governor of Egypt and cousin of Khedive Isma’il Pasha.           The Sabil-Kuttab historically functioned as a public water fountain surmounted or annexed by a school, and Um ‘Abbas’ Sabil-Kuttab counts among the most exquisite of the structures on al-Saliba Street. Decorated in marble floral designs, the architecture was inspired by European Rococo designs. It is a testament to the sophisticated hydraulic system of nineteenth-century Cairo.           It was mainly the Holy Quran that was taught to children in the Kuttab. Graffiti on the walls in Arabic and Turkish dialects commemorate this classroom environment. One inscription in particular is signed off by the calligrapher ‘Abdallah al-Zuhdi al-Nabulsi.  ","

 
 
 
 Al-Saliba Street
 
 
",24 hours daily,free
"
        The Takeyya Mawlawiyya Madrasa-Mausoleum of Amir Sunqur al-Sa'di
    ","https://egymonuments.gov.eg/media/3367/10.jpg?crop=0,0.0033012210836349224,0,0&cropmode=percentage&width=645&height=423&rnd=132934555450000000","The Mawlawiyya Takiyya was originally a madrasa, established by Prince Shams al‑Din Sunqur al‑Sa’di in 721 AH / 1321 AD on Siufiyya Street. In 745 AH / 1344 AD, it became more commonly known as the dome of Shaykh Hasan Sadaqah al‑Sharabishi. The school’s plan consists of an open courtyard, of which only a water fountain survives. The court is surrounded by the remains of small Ottoman‑style rooms which were reserved for students. The Mawlawiyya Takiyya itself was established in 1005 AH / 1595 AD, and served as a hospice for the poor. Its façade was distinguished by a fusion of Mamluk and Ottoman styles. The takiyya became a place of residence for Sufi dervishes of the Mawlawi (Mevlevi) order starting the seventeen century, after which it moved to another location.           The most important characteristic of the The Mawlawiyya Takiyya is the dome of its ceiling, which is built on twelve wooden pillars. The structure has two floors: the ground floor contains eight rooms with wooden ceilings, and the second contains eight different rooms of different sizes and purposes.           The Dervish stage, built in 1810 AD, is dedicated to Mawlawi gatherings of dhikr, ”supplication to god”. It is composed of a circular wooden platform surrounded by a wooden handrail which has two doors. Here the dervishes perform circular movements as a form of dhikr. The second floor above this space is reserved for guests and women, and is reached by means of a wooden staircase.  ","

 
 
 
 Al-Saliba Street
 
 
","
 
 From
 
09:00 AM

 
 

 
 To
 
03:00 PM

 
 
","
 
 FOREIGNERS:
Adults: EGP 30 / Student: EGP 15
EGYPTIANS/ARABS:
Adults: EGP 10 / Student: EGP 5
 
"
"
        Church of Saint Sergius and Bacchus
    ",https://egymonuments.gov.eg/media/1385/_mg_0134.jpg?anchor=center&mode=crop&width=645&height=423&rnd=132936333920000000,"The Church of Saint Sergius and Bacchus, also known as Abu Serga, is built upon an ancient Roman fort in Old Cairo. The history of the church is still being debated. Some scholars believe that it dates to the late fourth to early fifth centuries AD, while others believe that it should approximately be dated to 17th century AD.          This church has acquired a special religious status among Coptic churches because it is associated with the Holy Family's journey through Egypt. It is named after renowned early fourth century AD saints, Sergius and Bacchus, both of whom were martyred at al-Resafa in Syria for their Christian beliefs.           Like various other early Christian churches, the Church of Abu Serga and its underground cave are designed in the basilica layout, and thus together consist of three parts: the narthex, nave, and sanctuary (the cave being below the sanctuary). The church is characterized by its unique architectural and artistic elements that reflect the spirit of Coptic church architecture in Egypt. These include the pulpit, baptismal font, inlaid ivory and wood templon, and unique religious decoration of the saints and apostles decorating the various domes, walls and columns.  ","

 
 
 
 Al-Fustat (Old Cairo)
 
 
","
 
 From
 
09:00 AM

 
 

 
 To
 
03:00 PM

 
 
",free
"
        Ben ‘Ezra Synagogue
    ","https://egymonuments.gov.eg/media/1388/226262_211055892249791_100000361448026_713163_6816698_n.jpg?center=0.7151515151515152,0.5161290322580645&mode=crop&width=645&height=423&rnd=132936382470000000","Ben ‘Ezra Synagogue is the oldest synagogue in Egypt. It was once the center of many celebrations, congregations and prayers, but is no longer in use today. The origin of the building is uncertain. Some believe that it was once a Coptic Orthodox Church that was sold to members of Egypt’s Jewish community in 882 AD. The synagogue is named after Abraham ibn ‘Ezra, the Jewish religious scholar and philosopher.
Ben ‘Ezra contains all the main features of a synagogue. The bimah, or pulpit, from which prayers were read is in its center. The most sacred feature of a synagogue, the hekhal, which marks the direction of prayer, is decorated in Arabesque style and inlaid with mother of pearl, displaying a merge of artistic traditions. The Ten Commandments are inscribed on it in Hebrew.           Every synagogue keeps a geniza, a repository for old documents mentioning the name of God, which could not be simply discarded. Ben ‘Ezra’s was especially large. It had accumulated documents over a span of 850 years. This treasure of historical documents was discovered by Europeans in 1888, and is now housed in libraries around the world. The Cairo Geniza, as it is known today, includes many rare and previously unknown documents.   ","

 
 
 
 Al-Fustat (Old Cairo)
 
 
",24 hours daily,free
"
        The Mosque of ‘Amr ibn al-‘As
    ",https://egymonuments.gov.eg/media/1254/dsc_0840-copy.jpg?anchor=center&mode=crop&width=645&height=423&rnd=132463663690000000,"The mosque of ‘Amr ibn al-‘As is the oldest surviving mosque in Egypt and Africa. General ʿAmr ibn al-ʿAs (d. 664) was one of the first companions of the Prophet Muhammad. After conquering Egypt in 19 AH/640 AD, he founded its first Islamic capital, Fustat, which falls within the modern city of Cairo. A year later, by order of the Caliph ‘Umar ibn al-Khattab, he also founded the eponymous mosque of ‘Amr ibn al-‘As, which thus became the new capital’s very first building. During the early years following the conquest, the mosque served as a place of gathering for Muslim community and ‘Amr’s troops, which at the time remained a minority in Egypt. Several of the Prophet’s companions assisted in the building’s construction, including al-Zubayr ibn al-‘Awam and Ubada ibn al-Samit. The structure was subjected to several episodes of destruction, and has therefore undergone many architectural changes throughout its lifetime, such that very little of the original survives today. What currently stands in Old Cairo is the mosque’s twentieth century reconstruction. However, it remains true to the modesty of Islamic architecture in its earliest form, evolving from a shed with palm-tree columns to the elegant arcade halls that still house prayers to this day.  ","

 
 
 
 Al-Fustat (Old Cairo)
 
 
",24 hours daily,free
"
        Rawda Island Nilometer
    ","https://egymonuments.gov.eg/media/3406/img-20190725-wa0024.jpg?center=0.26666666666666666,0.48888888888888887&mode=crop&width=645&height=423&rnd=132934568190000000","Before the construction of the Aswan High Dam in the 1960s, the Nile used to flood annually, submerging the fields on either side of it, and depositing the rich nutrients that it had brought with it. If the flood was too high, the water would cause destruction, and would also eventually recede late in the year, disrupting the agricultural cycle. If it was too low, the soil would not be resupplied with nutrients, and agriculture would be impossible. Both outcomes could result in food shortages, or even famine. Nilometers, as their name suggests, were used to measure flood levels so that dykes, levees, and canals could be prepared accordingly. Flood levels affected agricultural productivity, so another major purpose of Nilometers was to set taxation levels. Built on the order of the Abbasid Caliph al-Mutawakkil in 247 AH/861 AD, the Nilometer on Rawda Island is one of the oldest in Egypt. It is also the oldest structure built after the Arab conquest (20 AH/641 AD) that survives in its original form. The annual seven‑day celebration of the Nile flood, which took place from the medieval period down to the end of the nineteenth century, was attended by the sultan himself along with his senior officials. The Rawda Island Nilometer consists of a marble octagonal column 19 cubits in length in the middle of a stone-lined well that is rectangular at the top, and circular at the bottom. Quranic texts relating to water, vegetation, and prosperity are carved on the walls of the well, as are measuring marks, which were used to determine the height of the flood as the water rose through the well. A stairway spirals down to the bottom. ","

 
 
 
 Al-Fustat (Old Cairo)
 
 
","
 
 From
 
09:00 AM

 
 

 
 To
 
03:00 PM

 
 
","
 
 FOREIGNERS:
Adults: EGP 40 / Student: EGP 20
EGYPTIANS/ARABS:
Adults: EGP 20 / Student: EGP 10
 
"
